model_id,direction,relative_shift_px,absolute_shift_px,agreement,is_multiple_of_16,score_definition,evidence_status,source_artifact,source_sha256,notes
models/gemini-2.0-flash,horizontal,-44,44,0.76391352549889124,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-42,42,0.76102642276422772,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-40,40,0.75911507191994998,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-38,38,0.7573170731707316,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-36,36,0.75804878048780489,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-34,34,0.75924796747967482,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-32,32,0.77271640363462457,true,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-30,30,0.7599028906955736,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-28,28,0.75829054343175017,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-26,26,0.75679878048780491,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-24,24,0.75552651955090988,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-22,22,0.75675351071692532,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-20,20,0.75880169671261932,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-18,18,0.76233062330623313,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-16,16,0.76725203252032514,true,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-14,14,0.76450125078173847,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-12,12,0.76132189099668768,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-10,10,0.76291376306620218,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-8,8,0.76506167647883383,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-6,6,0.76860433604336043,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-4,4,0.77726199842643584,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,-2,2,0.78979928861788617,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,0,0,1,true,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,2,2,0.78979928861788617,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,4,4,0.77726199842643584,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,6,6,0.76860433604336043,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,8,8,0.76506167647883383,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,10,10,0.76291376306620218,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,12,12,0.76132189099668768,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,14,14,0.76450125078173847,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,16,16,0.76725203252032514,true,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,18,18,0.76233062330623313,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,20,20,0.75880169671261932,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,22,22,0.75675351071692532,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,24,24,0.75552651955090988,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,26,26,0.75679878048780491,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,28,28,0.75829054343175017,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,30,30,0.7599028906955736,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,32,32,0.77271640363462457,true,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,34,34,0.75924796747967482,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,36,36,0.75804878048780489,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,38,38,0.7573170731707316,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,40,40,0.75911507191994998,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,42,42,0.76102642276422772,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,44,44,0.76391352549889124,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,46,46,0.76859756097560972,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,48,48,0.77658084914182479,true,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,50,50,0.77032520325203246,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,52,52,0.76515679442508711,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,54,54,0.75948509485094851,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,56,56,0.75829268292682928,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,58,58,0.75350609756097553,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,60,60,0.75697831978319785,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,62,62,0.75650406504065049,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,horizontal,64,64,0.78211382113821137,true,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_horizontal_signal_data.csv,e5e33c9a1b15f4eac26160d4b753f30eaa28a378a1330da74441073d8f6fc7b2,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,vertical,-64,64,0.78292682926829271,true,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_vertical_signal_data.csv,17ec7d9a8981693efce9b35f6982636ff01231c9082c8aae1dfbbf92d1f532ad,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,vertical,-62,62,0.75934959349593489,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_vertical_signal_data.csv,17ec7d9a8981693efce9b35f6982636ff01231c9082c8aae1dfbbf92d1f532ad,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,vertical,-60,60,0.75338753387533874,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_vertical_signal_data.csv,17ec7d9a8981693efce9b35f6982636ff01231c9082c8aae1dfbbf92d1f532ad,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,vertical,-58,58,0.75416666666666665,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_vertical_signal_data.csv,17ec7d9a8981693efce9b35f6982636ff01231c9082c8aae1dfbbf92d1f532ad,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
models/gemini-2.0-flash,vertical,-56,56,0.75353658536585366,false,mean_pairwise_transcription_agreement_by_relative_shift,reported_historical_aggregate,PA_DEATH/CVPR_ANALYSIS/small_shift_vertical_signal_data.csv,17ec7d9a8981693efce9b35f6982636ff01231c9082c8aae1dfbbf92d1f532ad,Symmetric source series; shift zero is self/identical-view agreement. Periodicity is observational and does not prove proprietary architecture.
